,Aracade_Game,Adventure_Game,Game,Proficiency
22684,NO,YES,GAME_1,LEVEL_4
22685,NO,YES,GAME_1,LEVEL_4
22686,NO,YES,GAME_1,LEVEL_4
22687,NO,YES,GAME_1,LEVEL_4
22688,NO,YES,GAME_1,LEVEL_4
22689,NO,YES,GAME_1,LEVEL_4
22690,NO,YES,GAME_1,LEVEL_4
22691,NO,YES,GAME_1,LEVEL_4
22692,NO,YES,GAME_1,LEVEL_4
22693,NO,YES,GAME_1,LEVEL_4
22694,NO,YES,GAME_1,LEVEL_4
22695,NO,YES,GAME_1,LEVEL_4
22696,NO,YES,GAME_1,LEVEL_4
22697,NO,YES,GAME_1,LEVEL_4
22698,NO,YES,GAME_1,LEVEL_4
22699,NO,YES,GAME_1,LEVEL_4
22700,NO,YES,GAME_1,LEVEL_4
22701,NO,YES,GAME_1,LEVEL_4
22702,NO,YES,GAME_1,LEVEL_4
22703,NO,YES,GAME_1,LEVEL_4
22704,NO,YES,GAME_1,LEVEL_4
22705,NO,YES,GAME_1,LEVEL_4
22706,NO,YES,GAME_1,LEVEL_4
22707,NO,YES,GAME_1,LEVEL_4
22708,NO,YES,GAME_1,LEVEL_4
22709,NO,YES,GAME_1,LEVEL_4
22710,NO,YES,GAME_1,LEVEL_4
22711,NO,YES,GAME_1,LEVEL_4
22712,NO,YES,GAME_1,LEVEL_4
22713,NO,YES,GAME_1,LEVEL_4
22714,NO,YES,GAME_1,LEVEL_2
22715,NO,YES,GAME_1,LEVEL_4
22716,NO,YES,GAME_1,LEVEL_4
22717,NO,YES,GAME_1,LEVEL_4
22718,NO,YES,GAME_1,LEVEL_4
22719,NO,YES,GAME_1,LEVEL_4
22720,NO,YES,GAME_1,LEVEL_4
22721,NO,YES,GAME_1,LEVEL_4
22722,NO,YES,GAME_1,LEVEL_4
22723,NO,YES,GAME_1,LEVEL_4
22724,NO,YES,GAME_1,LEVEL_4
22725,NO,YES,GAME_1,LEVEL_4
22726,NO,YES,GAME_1,LEVEL_4
22727,NO,YES,GAME_1,LEVEL_4
22728,NO,YES,GAME_1,LEVEL_4
22729,NO,YES,GAME_1,LEVEL_4
22730,NO,YES,GAME_1,LEVEL_4
22731,NO,YES,GAME_1,LEVEL_4
22732,NO,YES,GAME_1,LEVEL_4
22733,NO,YES,GAME_1,LEVEL_4
22734,NO,YES,GAME_1,LEVEL_4
22735,NO,YES,GAME_1,LEVEL_4
22736,NO,YES,GAME_1,LEVEL_4
22737,NO,YES,GAME_1,LEVEL_4
22738,NO,YES,GAME_1,LEVEL_4
22739,NO,YES,GAME_1,LEVEL_4
22740,NO,YES,GAME_1,LEVEL_4
22741,NO,YES,GAME_1,LEVEL_4
22742,NO,YES,GAME_1,LEVEL_4
22743,NO,YES,GAME_1,LEVEL_4
22744,NO,YES,GAME_1,LEVEL_4
22745,NO,YES,GAME_1,LEVEL_4
22746,NO,YES,GAME_1,LEVEL_4
22747,NO,YES,GAME_1,LEVEL_4
22748,NO,YES,GAME_1,LEVEL_4
22749,NO,YES,GAME_1,LEVEL_4
22750,NO,YES,GAME_1,LEVEL_4
22751,NO,YES,GAME_1,LEVEL_4
22752,NO,YES,GAME_1,LEVEL_4
22753,NO,YES,GAME_1,LEVEL_4
22754,NO,YES,GAME_1,LEVEL_4
22755,NO,YES,GAME_1,LEVEL_4
22756,NO,YES,GAME_1,LEVEL_4
22757,NO,YES,GAME_1,LEVEL_4
22758,NO,YES,GAME_1,LEVEL_4
22759,NO,YES,GAME_1,LEVEL_4
22760,NO,YES,GAME_1,LEVEL_4
22761,NO,YES,GAME_1,LEVEL_4
22762,NO,YES,GAME_1,LEVEL_4
22763,NO,YES,GAME_1,LEVEL_4
22764,NO,YES,GAME_1,LEVEL_4
22765,NO,YES,GAME_1,LEVEL_4
22766,NO,YES,GAME_1,LEVEL_4
22767,NO,YES,GAME_1,LEVEL_4
22768,NO,YES,GAME_1,LEVEL_4
22769,NO,YES,GAME_1,LEVEL_4
22770,NO,YES,GAME_1,LEVEL_4
22771,NO,YES,GAME_1,LEVEL_4
22772,NO,YES,GAME_1,LEVEL_4
22773,NO,YES,GAME_1,LEVEL_4
22774,NO,YES,GAME_1,LEVEL_4
22775,NO,YES,GAME_1,LEVEL_4
22776,NO,YES,GAME_1,LEVEL_4
22777,NO,YES,GAME_1,LEVEL_4
22778,NO,YES,GAME_1,LEVEL_4
22779,NO,YES,GAME_1,LEVEL_4
22780,NO,YES,GAME_1,LEVEL_4
22781,NO,YES,GAME_1,LEVEL_4
22782,NO,YES,GAME_1,LEVEL_4
22783,NO,YES,GAME_1,LEVEL_4
22784,NO,YES,GAME_1,LEVEL_4
22785,NO,YES,GAME_1,LEVEL_4
22786,NO,YES,GAME_1,LEVEL_4
22787,NO,YES,GAME_1,LEVEL_4
22788,NO,YES,GAME_1,LEVEL_4
22789,NO,YES,GAME_1,LEVEL_4
22790,NO,YES,GAME_1,LEVEL_4
22791,NO,YES,GAME_1,LEVEL_4
22792,NO,YES,GAME_1,LEVEL_4
22793,NO,YES,GAME_1,LEVEL_4
22794,NO,YES,GAME_1,LEVEL_4
22795,NO,YES,GAME_1,LEVEL_4
22796,NO,YES,GAME_1,LEVEL_4
22797,NO,YES,GAME_1,LEVEL_4
22798,NO,YES,GAME_1,LEVEL_4
22799,NO,YES,GAME_1,LEVEL_4
22800,NO,YES,GAME_1,LEVEL_4
22801,NO,YES,GAME_1,LEVEL_4
22802,NO,YES,GAME_1,LEVEL_4
22803,NO,YES,GAME_1,LEVEL_4
22804,NO,YES,GAME_1,LEVEL_4
22805,NO,YES,GAME_1,LEVEL_4
22806,NO,YES,GAME_1,LEVEL_4
22807,NO,YES,GAME_1,LEVEL_4
22808,NO,YES,GAME_1,LEVEL_4
22809,NO,YES,GAME_1,LEVEL_4
22810,NO,YES,GAME_1,LEVEL_4
22811,NO,YES,GAME_1,LEVEL_4
22812,NO,YES,GAME_1,LEVEL_4
22813,NO,YES,GAME_1,LEVEL_4
22814,NO,YES,GAME_1,LEVEL_4
22815,NO,YES,GAME_1,LEVEL_4
22816,NO,YES,GAME_1,LEVEL_4
22817,NO,YES,GAME_1,LEVEL_4
22818,NO,YES,GAME_1,LEVEL_4
22819,NO,YES,GAME_1,LEVEL_4
22820,NO,YES,GAME_1,LEVEL_4
22821,NO,YES,GAME_1,LEVEL_4
22822,NO,YES,GAME_1,LEVEL_4
22823,NO,YES,GAME_1,LEVEL_4
22824,NO,YES,GAME_1,LEVEL_4
22825,NO,YES,GAME_1,LEVEL_4
22826,NO,YES,GAME_1,LEVEL_4
22827,NO,YES,GAME_1,LEVEL_4
22828,NO,YES,GAME_1,LEVEL_4
22829,NO,YES,GAME_1,LEVEL_4
22830,NO,YES,GAME_1,LEVEL_4
22831,NO,YES,GAME_1,LEVEL_4
22832,NO,YES,GAME_1,LEVEL_4
22833,NO,YES,GAME_1,LEVEL_4
22834,NO,YES,GAME_1,LEVEL_4
22835,NO,YES,GAME_1,LEVEL_4
22836,NO,YES,GAME_1,LEVEL_4
22837,NO,YES,GAME_1,LEVEL_4
22838,NO,YES,GAME_1,LEVEL_4
22839,NO,YES,GAME_1,LEVEL_4
22840,NO,YES,GAME_1,LEVEL_4
22841,NO,YES,GAME_1,LEVEL_4
22842,NO,YES,GAME_1,LEVEL_4
22843,NO,YES,GAME_1,LEVEL_4
22844,NO,YES,GAME_1,LEVEL_4
22845,NO,YES,GAME_1,LEVEL_4
22846,NO,YES,GAME_1,LEVEL_4
22847,NO,YES,GAME_1,LEVEL_4
22848,NO,YES,GAME_1,LEVEL_4
22849,NO,YES,GAME_1,LEVEL_4
22850,NO,YES,GAME_1,LEVEL_4
22851,NO,YES,GAME_1,LEVEL_4
22852,NO,YES,GAME_1,LEVEL_4
22853,NO,YES,GAME_1,LEVEL_4
22854,NO,YES,GAME_1,LEVEL_4
22855,NO,YES,GAME_1,LEVEL_4
22856,NO,YES,GAME_1,LEVEL_4
22857,NO,YES,GAME_1,LEVEL_4
22858,NO,YES,GAME_1,LEVEL_4
22859,NO,YES,GAME_1,LEVEL_4
22860,NO,YES,GAME_1,LEVEL_4
22861,NO,YES,GAME_1,LEVEL_4
22862,NO,YES,GAME_1,LEVEL_4
22863,NO,YES,GAME_1,LEVEL_4
22864,NO,YES,GAME_1,LEVEL_4
22865,NO,YES,GAME_1,LEVEL_4
22866,NO,YES,GAME_1,LEVEL_4
22867,NO,YES,GAME_1,LEVEL_4
22868,NO,YES,GAME_1,LEVEL_4
22869,NO,YES,GAME_1,LEVEL_4
22870,NO,YES,GAME_1,LEVEL_4
22871,NO,YES,GAME_1,LEVEL_4
22872,NO,YES,GAME_1,LEVEL_4
22873,NO,YES,GAME_1,LEVEL_4
22874,NO,YES,GAME_1,LEVEL_4
22875,NO,YES,GAME_1,LEVEL_4
22876,NO,YES,GAME_1,LEVEL_4
22877,NO,YES,GAME_1,LEVEL_4
22878,NO,YES,GAME_1,LEVEL_4
22879,NO,YES,GAME_1,LEVEL_4
22880,NO,YES,GAME_1,LEVEL_4
22881,NO,YES,GAME_1,LEVEL_4
22882,NO,YES,GAME_1,LEVEL_4
22883,NO,YES,GAME_1,LEVEL_4
22884,NO,YES,GAME_1,LEVEL_4
22885,NO,YES,GAME_1,LEVEL_4
22886,NO,YES,GAME_1,LEVEL_4
22887,NO,YES,GAME_1,LEVEL_4
22888,NO,YES,GAME_1,LEVEL_4
22889,NO,YES,GAME_1,LEVEL_4
22890,NO,YES,GAME_1,LEVEL_4
22891,NO,YES,GAME_1,LEVEL_4
22892,NO,YES,GAME_1,LEVEL_4
22893,NO,YES,GAME_1,LEVEL_4
22894,NO,YES,GAME_1,LEVEL_4
22895,NO,YES,GAME_1,LEVEL_4
22896,NO,YES,GAME_1,LEVEL_4
22897,NO,YES,GAME_1,LEVEL_4
22898,NO,YES,GAME_1,LEVEL_4
22899,NO,YES,GAME_1,LEVEL_4
22900,NO,YES,GAME_1,LEVEL_4
22901,NO,YES,GAME_1,LEVEL_4
22902,NO,YES,GAME_1,LEVEL_4
22903,NO,YES,GAME_1,LEVEL_4
22904,NO,YES,GAME_1,LEVEL_4
22905,NO,YES,GAME_1,LEVEL_4
22906,NO,YES,GAME_1,LEVEL_4
22907,NO,YES,GAME_1,LEVEL_4
22908,NO,YES,GAME_1,LEVEL_4
22909,NO,YES,GAME_1,LEVEL_4
22910,NO,YES,GAME_1,LEVEL_4
22911,NO,YES,GAME_1,LEVEL_4
22912,NO,YES,GAME_1,LEVEL_4
22913,NO,YES,GAME_1,LEVEL_4
22914,NO,YES,GAME_1,LEVEL_4
22915,NO,YES,GAME_1,LEVEL_4
22916,NO,YES,GAME_1,LEVEL_4
22917,NO,YES,GAME_1,LEVEL_4
22918,NO,YES,GAME_1,LEVEL_4
22919,NO,YES,GAME_1,LEVEL_4
22920,NO,YES,GAME_1,LEVEL_4
22921,NO,YES,GAME_1,LEVEL_4
22922,NO,YES,GAME_1,LEVEL_4
22923,NO,YES,GAME_1,LEVEL_4
22924,NO,YES,GAME_1,LEVEL_4
22925,NO,YES,GAME_1,LEVEL_4
22926,NO,YES,GAME_1,LEVEL_4
22927,NO,YES,GAME_1,LEVEL_4
22928,NO,YES,GAME_1,LEVEL_4
22929,NO,YES,GAME_1,LEVEL_4
22930,NO,YES,GAME_1,LEVEL_4
22931,NO,YES,GAME_1,LEVEL_4
22932,NO,YES,GAME_1,LEVEL_4
22933,NO,YES,GAME_1,LEVEL_4
22934,NO,YES,GAME_1,LEVEL_4
22935,NO,YES,GAME_1,LEVEL_4
22936,NO,YES,GAME_1,LEVEL_4
22937,NO,YES,GAME_1,LEVEL_4
22938,NO,YES,GAME_1,LEVEL_4
22939,NO,YES,GAME_1,LEVEL_4
22940,NO,YES,GAME_1,LEVEL_4
22941,NO,YES,GAME_1,LEVEL_4
22942,NO,YES,GAME_1,LEVEL_4
22943,NO,YES,GAME_1,LEVEL_4
22944,NO,YES,GAME_1,LEVEL_4
22945,NO,YES,GAME_1,LEVEL_4
22946,NO,YES,GAME_1,LEVEL_4
22947,NO,YES,GAME_1,LEVEL_4
22948,NO,YES,GAME_1,LEVEL_4
22949,NO,YES,GAME_1,LEVEL_2
22950,NO,YES,GAME_1,LEVEL_4
22951,NO,YES,GAME_1,LEVEL_4
22952,NO,YES,GAME_1,LEVEL_4
22953,NO,YES,GAME_1,LEVEL_4
22954,NO,YES,GAME_1,LEVEL_4
22955,NO,YES,GAME_1,LEVEL_4
22956,NO,YES,GAME_1,LEVEL_4
22957,NO,YES,GAME_1,LEVEL_4
22958,NO,YES,GAME_1,LEVEL_4
22959,NO,YES,GAME_1,LEVEL_4
22960,NO,YES,GAME_1,LEVEL_4
22961,NO,YES,GAME_1,LEVEL_4
22962,NO,YES,GAME_1,LEVEL_4
22963,NO,YES,GAME_1,LEVEL_4
22964,NO,YES,GAME_1,LEVEL_4
22965,NO,YES,GAME_1,LEVEL_4
22966,NO,YES,GAME_1,LEVEL_4
22967,NO,YES,GAME_1,LEVEL_4
22968,NO,YES,GAME_1,LEVEL_4
22969,NO,YES,GAME_1,LEVEL_4
22970,NO,YES,GAME_1,LEVEL_4
22971,NO,YES,GAME_1,LEVEL_4
22972,NO,YES,GAME_1,LEVEL_4
22973,NO,YES,GAME_1,LEVEL_4
22974,NO,YES,GAME_1,LEVEL_4
22975,NO,YES,GAME_1,LEVEL_4
22976,NO,YES,GAME_1,LEVEL_4
22977,NO,YES,GAME_1,LEVEL_4
22978,NO,YES,GAME_1,LEVEL_4
22979,NO,YES,GAME_1,LEVEL_4
22980,NO,YES,GAME_1,LEVEL_4
22981,NO,YES,GAME_1,LEVEL_4
22982,NO,YES,GAME_1,LEVEL_4
22983,NO,YES,GAME_1,LEVEL_4
22984,NO,YES,GAME_1,LEVEL_4
22985,NO,YES,GAME_1,LEVEL_4
22986,NO,YES,GAME_1,LEVEL_4
22987,NO,YES,GAME_1,LEVEL_4
22988,NO,YES,GAME_1,LEVEL_4
22989,NO,YES,GAME_1,LEVEL_4
22990,NO,YES,GAME_1,LEVEL_4
22991,NO,YES,GAME_1,LEVEL_4
22992,NO,YES,GAME_1,LEVEL_4
22993,NO,YES,GAME_1,LEVEL_4
22994,NO,YES,GAME_1,LEVEL_4
22995,NO,YES,GAME_1,LEVEL_4
22996,NO,YES,GAME_1,LEVEL_4
22997,NO,YES,GAME_1,LEVEL_4
22998,NO,YES,GAME_1,LEVEL_4
22999,NO,YES,GAME_1,LEVEL_4
23000,NO,YES,GAME_1,LEVEL_4
23001,NO,YES,GAME_1,LEVEL_4
23002,NO,YES,GAME_1,LEVEL_4
23003,NO,YES,GAME_1,LEVEL_4
23004,NO,YES,GAME_1,LEVEL_4
23005,NO,YES,GAME_1,LEVEL_4
23006,NO,YES,GAME_1,LEVEL_4
23007,NO,YES,GAME_1,LEVEL_4
23008,NO,YES,GAME_1,LEVEL_4
23009,NO,YES,GAME_1,LEVEL_4
23010,NO,YES,GAME_1,LEVEL_4
23011,NO,YES,GAME_1,LEVEL_4
23012,NO,YES,GAME_1,LEVEL_4
23013,NO,YES,GAME_1,LEVEL_4
23014,NO,YES,GAME_1,LEVEL_4
23015,NO,YES,GAME_1,LEVEL_4
23016,NO,YES,GAME_1,LEVEL_4
23017,NO,YES,GAME_1,LEVEL_4
23018,NO,YES,GAME_1,LEVEL_4
23019,NO,YES,GAME_1,LEVEL_4
23020,NO,YES,GAME_1,LEVEL_4
23021,NO,YES,GAME_1,LEVEL_4
23022,NO,YES,GAME_1,LEVEL_4
23023,NO,YES,GAME_1,LEVEL_4
23024,NO,YES,GAME_1,LEVEL_4
23025,NO,YES,GAME_1,LEVEL_4
23026,NO,YES,GAME_1,LEVEL_4
23027,NO,YES,GAME_1,LEVEL_4
23028,NO,YES,GAME_1,LEVEL_4
23029,NO,YES,GAME_1,LEVEL_4
23030,NO,YES,GAME_1,LEVEL_4
23031,NO,YES,GAME_1,LEVEL_4
23032,NO,YES,GAME_1,LEVEL_4
23033,NO,YES,GAME_1,LEVEL_4
23034,NO,YES,GAME_1,LEVEL_4
23035,NO,YES,GAME_1,LEVEL_4
23036,NO,YES,GAME_1,LEVEL_4
23037,NO,YES,GAME_1,LEVEL_4
23038,NO,YES,GAME_1,LEVEL_4
23039,NO,YES,GAME_1,LEVEL_4
23040,NO,YES,GAME_1,LEVEL_4
23041,NO,YES,GAME_1,LEVEL_4
23042,NO,YES,GAME_1,LEVEL_4
23043,NO,YES,GAME_1,LEVEL_4
23044,NO,YES,GAME_1,LEVEL_4
23045,NO,YES,GAME_1,LEVEL_4
23046,NO,YES,GAME_1,LEVEL_4
23047,NO,YES,GAME_1,LEVEL_4
23048,NO,YES,GAME_1,LEVEL_4
23049,NO,YES,GAME_1,LEVEL_4
23050,NO,YES,GAME_1,LEVEL_4
23051,NO,YES,GAME_1,LEVEL_4
23052,NO,YES,GAME_1,LEVEL_4
23053,NO,YES,GAME_1,LEVEL_4
23054,NO,YES,GAME_1,LEVEL_4
23055,NO,YES,GAME_1,LEVEL_4
23056,NO,YES,GAME_1,LEVEL_4
23057,NO,YES,GAME_1,LEVEL_4
23058,NO,YES,GAME_1,LEVEL_4
23059,NO,YES,GAME_1,LEVEL_4
23060,NO,YES,GAME_1,LEVEL_4
23061,NO,YES,GAME_1,LEVEL_4
23062,NO,YES,GAME_1,LEVEL_4
23063,NO,YES,GAME_1,LEVEL_4
23064,NO,YES,GAME_1,LEVEL_4
23065,NO,YES,GAME_1,LEVEL_4
23066,NO,YES,GAME_1,LEVEL_4
23067,NO,YES,GAME_1,LEVEL_4
23068,NO,YES,GAME_1,LEVEL_4
23069,NO,YES,GAME_1,LEVEL_4
23070,NO,YES,GAME_1,LEVEL_4
23071,NO,YES,GAME_1,LEVEL_4
23072,NO,YES,GAME_1,LEVEL_4
23073,NO,YES,GAME_1,LEVEL_4
23074,NO,YES,GAME_1,LEVEL_4
23075,NO,YES,GAME_1,LEVEL_4
23076,NO,YES,GAME_1,LEVEL_4
23077,NO,YES,GAME_1,LEVEL_4
23078,NO,YES,GAME_1,LEVEL_4
23079,NO,YES,GAME_1,LEVEL_4
23080,NO,YES,GAME_1,LEVEL_4
23081,NO,YES,GAME_1,LEVEL_4
23082,NO,YES,GAME_1,LEVEL_4
23083,NO,YES,GAME_1,LEVEL_4
23084,NO,YES,GAME_1,LEVEL_4
23085,NO,YES,GAME_1,LEVEL_4
23086,NO,YES,GAME_1,LEVEL_4
23087,NO,YES,GAME_1,LEVEL_4
23088,NO,YES,GAME_1,LEVEL_4
23089,NO,YES,GAME_1,LEVEL_4
23090,NO,YES,GAME_1,LEVEL_4
23091,NO,YES,GAME_1,LEVEL_4
23092,NO,YES,GAME_1,LEVEL_4
23093,NO,YES,GAME_1,LEVEL_4
23094,NO,YES,GAME_1,LEVEL_4
23095,NO,YES,GAME_1,LEVEL_4
23096,NO,YES,GAME_1,LEVEL_4
23097,NO,YES,GAME_1,LEVEL_4
23098,NO,YES,GAME_1,LEVEL_4
23099,NO,YES,GAME_1,LEVEL_4
23100,NO,YES,GAME_1,LEVEL_4
23101,NO,YES,GAME_1,LEVEL_4
23102,NO,YES,GAME_1,LEVEL_4
23103,NO,YES,GAME_1,LEVEL_4
23104,NO,YES,GAME_1,LEVEL_4
23105,NO,YES,GAME_1,LEVEL_4
23106,NO,YES,GAME_1,LEVEL_4
23107,NO,YES,GAME_1,LEVEL_4
23108,NO,YES,GAME_1,LEVEL_4
23109,NO,YES,GAME_1,LEVEL_4
23110,NO,YES,GAME_1,LEVEL_4
23111,NO,YES,GAME_1,LEVEL_4
23112,NO,YES,GAME_1,LEVEL_4
23113,NO,YES,GAME_1,LEVEL_4
23114,NO,YES,GAME_1,LEVEL_4
23115,NO,YES,GAME_1,LEVEL_4
23116,NO,YES,GAME_1,LEVEL_4
23117,NO,YES,GAME_1,LEVEL_4
23118,NO,YES,GAME_1,LEVEL_4
23119,NO,YES,GAME_1,LEVEL_4
23120,NO,YES,GAME_1,LEVEL_4
23121,NO,YES,GAME_1,LEVEL_4
23122,NO,YES,GAME_1,LEVEL_4
23123,NO,YES,GAME_1,LEVEL_4
23124,NO,YES,GAME_1,LEVEL_4
23125,NO,YES,GAME_1,LEVEL_4
23126,NO,YES,GAME_1,LEVEL_4
23127,NO,YES,GAME_1,LEVEL_4
23128,NO,YES,GAME_1,LEVEL_4
23129,NO,YES,GAME_1,LEVEL_4
23130,NO,YES,GAME_1,LEVEL_4
23131,NO,YES,GAME_1,LEVEL_4
23132,NO,YES,GAME_1,LEVEL_4
23133,NO,YES,GAME_1,LEVEL_4
23134,NO,YES,GAME_1,LEVEL_4
23135,NO,YES,GAME_1,LEVEL_4
23136,NO,YES,GAME_1,LEVEL_4
23137,NO,YES,GAME_1,LEVEL_4
23138,NO,YES,GAME_1,LEVEL_2
23139,NO,YES,GAME_1,LEVEL_4
23140,NO,YES,GAME_1,LEVEL_4
23141,NO,YES,GAME_1,LEVEL_4
23142,NO,YES,GAME_1,LEVEL_4
23143,NO,YES,GAME_1,LEVEL_4
23144,NO,YES,GAME_1,LEVEL_4
23145,NO,YES,GAME_1,LEVEL_4
23146,NO,YES,GAME_1,LEVEL_4
23147,NO,YES,GAME_1,LEVEL_4
23148,NO,YES,GAME_1,LEVEL_4
23149,NO,YES,GAME_1,LEVEL_4
23150,NO,YES,GAME_1,LEVEL_4
23151,NO,YES,GAME_1,LEVEL_4
23152,NO,YES,GAME_1,LEVEL_4
23153,NO,YES,GAME_1,LEVEL_4
23154,NO,YES,GAME_1,LEVEL_4
23155,NO,YES,GAME_1,LEVEL_4
23156,NO,YES,GAME_1,LEVEL_4
23157,NO,YES,GAME_1,LEVEL_4
23158,NO,YES,GAME_1,LEVEL_4
23159,NO,YES,GAME_1,LEVEL_4
23160,NO,YES,GAME_1,LEVEL_4
23161,NO,YES,GAME_1,LEVEL_4
23162,NO,YES,GAME_1,LEVEL_4
23163,NO,YES,GAME_1,LEVEL_4
23164,NO,YES,GAME_1,LEVEL_4
23165,NO,YES,GAME_1,LEVEL_4
23166,NO,YES,GAME_1,LEVEL_4
23167,NO,YES,GAME_1,LEVEL_4
23168,NO,YES,GAME_1,LEVEL_4
23169,NO,YES,GAME_1,LEVEL_4
23170,NO,YES,GAME_1,LEVEL_4
23171,NO,YES,GAME_1,LEVEL_4
23172,NO,YES,GAME_1,LEVEL_4
23173,NO,YES,GAME_1,LEVEL_4
23174,NO,YES,GAME_1,LEVEL_4
23175,NO,YES,GAME_1,LEVEL_4
23176,NO,YES,GAME_1,LEVEL_4
23177,NO,YES,GAME_1,LEVEL_4
23178,NO,YES,GAME_1,LEVEL_4
23179,NO,YES,GAME_1,LEVEL_4
23180,NO,YES,GAME_1,LEVEL_4
23181,NO,YES,GAME_1,LEVEL_4
23182,NO,YES,GAME_1,LEVEL_4
23183,NO,YES,GAME_1,LEVEL_4
23184,NO,YES,GAME_1,LEVEL_4
23185,NO,YES,GAME_1,LEVEL_4
23186,NO,YES,GAME_1,LEVEL_4
23187,NO,YES,GAME_1,LEVEL_4
23188,NO,YES,GAME_1,LEVEL_4
23189,NO,YES,GAME_1,LEVEL_4
23190,NO,YES,GAME_1,LEVEL_4
23191,NO,YES,GAME_1,LEVEL_4
23192,NO,YES,GAME_1,LEVEL_4
23193,NO,YES,GAME_1,LEVEL_4
23194,NO,YES,GAME_1,LEVEL_4
23195,NO,YES,GAME_1,LEVEL_4
23196,NO,YES,GAME_1,LEVEL_4
23197,NO,YES,GAME_1,LEVEL_4
23198,NO,YES,GAME_1,LEVEL_4
23199,NO,YES,GAME_1,LEVEL_4
23200,NO,YES,GAME_1,LEVEL_4
23201,NO,YES,GAME_1,LEVEL_4
23202,NO,YES,GAME_1,LEVEL_4
23203,NO,YES,GAME_1,LEVEL_4
23204,NO,YES,GAME_1,LEVEL_4
23205,NO,YES,GAME_1,LEVEL_4
23206,NO,YES,GAME_1,LEVEL_4
23207,NO,YES,GAME_1,LEVEL_4
23208,NO,YES,GAME_1,LEVEL_4
23209,NO,YES,GAME_1,LEVEL_4
23210,NO,YES,GAME_1,LEVEL_4
23211,NO,YES,GAME_1,LEVEL_4
23212,NO,YES,GAME_1,LEVEL_4
23213,NO,YES,GAME_1,LEVEL_4
23214,NO,YES,GAME_1,LEVEL_4
23215,NO,YES,GAME_1,LEVEL_4
23216,NO,YES,GAME_1,LEVEL_4
23217,NO,YES,GAME_1,LEVEL_4
23218,NO,YES,GAME_1,LEVEL_4
23219,NO,YES,GAME_1,LEVEL_4
23220,NO,YES,GAME_1,LEVEL_4
23221,NO,YES,GAME_1,LEVEL_4
23222,NO,YES,GAME_1,LEVEL_4
23223,NO,YES,GAME_1,LEVEL_4
23224,NO,YES,GAME_1,LEVEL_4
23225,NO,YES,GAME_1,LEVEL_4
23226,NO,YES,GAME_1,LEVEL_2
23227,NO,YES,GAME_1,LEVEL_4
23228,NO,YES,GAME_1,LEVEL_4
23229,NO,YES,GAME_1,LEVEL_4
23230,NO,YES,GAME_1,LEVEL_4
23231,NO,YES,GAME_1,LEVEL_4
23232,NO,YES,GAME_1,LEVEL_4
23233,NO,YES,GAME_1,LEVEL_4
23234,NO,YES,GAME_1,LEVEL_4
23235,NO,YES,GAME_1,LEVEL_4
23236,NO,YES,GAME_1,LEVEL_4
23237,NO,YES,GAME_1,LEVEL_4
23238,NO,YES,GAME_1,LEVEL_4
23239,NO,YES,GAME_1,LEVEL_4
23240,NO,YES,GAME_1,LEVEL_4
23241,NO,YES,GAME_1,LEVEL_4
23242,NO,YES,GAME_1,LEVEL_4
23243,NO,YES,GAME_1,LEVEL_4
23244,NO,YES,GAME_1,LEVEL_4
23245,NO,YES,GAME_1,LEVEL_4
23246,NO,YES,GAME_1,LEVEL_4
23247,NO,YES,GAME_1,LEVEL_4
23248,NO,YES,GAME_1,LEVEL_4
23249,NO,YES,GAME_1,LEVEL_4
23250,NO,YES,GAME_1,LEVEL_4
23251,NO,YES,GAME_1,LEVEL_4
23252,NO,YES,GAME_1,LEVEL_4
23253,NO,YES,GAME_1,LEVEL_4
23254,NO,YES,GAME_1,LEVEL_4
23255,NO,YES,GAME_1,LEVEL_4
23256,NO,YES,GAME_1,LEVEL_4
23257,NO,YES,GAME_1,LEVEL_4
23258,NO,YES,GAME_1,LEVEL_4
23259,NO,YES,GAME_1,LEVEL_4
23260,NO,YES,GAME_1,LEVEL_4
23261,NO,YES,GAME_1,LEVEL_4
23262,NO,YES,GAME_1,LEVEL_4
23263,NO,YES,GAME_1,LEVEL_4
23264,NO,YES,GAME_1,LEVEL_4
23265,NO,YES,GAME_1,LEVEL_4
23266,NO,YES,GAME_1,LEVEL_4
23267,NO,YES,GAME_1,LEVEL_4
23268,NO,YES,GAME_1,LEVEL_4
23269,NO,YES,GAME_1,LEVEL_4
23270,NO,YES,GAME_1,LEVEL_4
23271,NO,YES,GAME_1,LEVEL_4
23272,NO,YES,GAME_1,LEVEL_4
23273,NO,YES,GAME_1,LEVEL_4
23274,NO,YES,GAME_1,LEVEL_4
23275,NO,YES,GAME_1,LEVEL_4
23276,NO,YES,GAME_1,LEVEL_4
23277,NO,YES,GAME_1,LEVEL_4
23278,NO,YES,GAME_1,LEVEL_4
23279,NO,YES,GAME_1,LEVEL_4
23280,NO,YES,GAME_1,LEVEL_4
23281,NO,YES,GAME_1,LEVEL_4
23282,NO,YES,GAME_1,LEVEL_4
23283,NO,YES,GAME_1,LEVEL_4
23284,NO,YES,GAME_1,LEVEL_4
23285,NO,YES,GAME_1,LEVEL_4
23286,NO,YES,GAME_1,LEVEL_4
23287,NO,YES,GAME_1,LEVEL_4
23288,NO,YES,GAME_1,LEVEL_4
23289,NO,YES,GAME_1,LEVEL_4
23290,NO,YES,GAME_1,LEVEL_4
